consentir,moneï,mbokatu,mbojerovia
conservar,ñongatu,ñangareko,
considerar,hechakuaa,jesareko,momba'e
consorte,ména,tembireko,ndivegua
constipación,tïpa'ä,pa'ä,
construir,mba'eapo,japo,mopu'ä
consultar,porandu,,
consumir,je'u,ñembyai,
contagiar,mbovai,guerova,
contar,papa,mombe'u,
contemplar,ma'ë,jesareko,ma'ëasy
contestar,mbohovái,ñe'ëjoapy,ñe'ëreity
contigo,nendive,,
continuar,momeme,japomeme,japomante
contra,rehe,,
contraer,momichï,,
contrariar,hatapyña,moñeko'ö,
contusión,ñehunga,ñenupä,
convalecer,ñakärapu'ä,kuera,
convencer,roviauka,,
convenio,ñe'ëme'ë,,
conversar,ñemongeta,ñomongeta,ñe'ë
convertir,moambue,mbojere,mbohasa
convocar,henói,,
cooperar,pytyvö,ñomoirü,
copiar,mbohesegua,haijey,hai
cópula,joaju,je'u,poreno
coquetear,ñemboki,,
coraje,py'aguasu,kyhyje'ÿ,pochy
cordero,ovechara'y,,
cordón,sapatusä,inimbovä,sä
cordura,akäguapy,py'aguapy,
cornudo,hatïva,iñakärtïva,
coronar,moakängora,moakärokái,
correcto,oïporä,hekokatu,
corregir,myatyrö,moïporä,
cortar,kytï,mboja'o,mbovo
corteza,pire,ape,
corto,mbyky,koli,
cosecha,kogapo'o,temityngue,
cosechar,mono'ö,mbyaty,po'o
coser,mbovyvy,,
cosquilla,kyrÿi,mokyrÿi,
costa,tembe'y,yrembe'y,pýri
costado,yke,,
cotizar,mbohepy,,
cotorra,tuy'ï,,
cráneo,akängue,akäkangue,
crápula,tekoveñaña,,
crear,pyaha,japoñepyrü,moñepyrü
crecer,kakuaa,,
crédito,jerovia,virume'ë,
creer,rovia,mo'ä,jerovia
crepitar,pororo,,
crepúsculo,pytümby,ka'arupytü,ka'aruete
crespo,apopë,chororï,picha'ï
cretino,výro,tavy,itavyrekóva
criar,mongakuaa,ñemoña,
criatura,mitä,mitära'y,kunumi
criminal,porojukáva,jukahare,
criticar,ñe'ëreity,jatapy,kaguai
crucificar,mongurusu,,
crudo,pýra,,
cruel,py'ahatä,ñaña,
cruz,kurusu,yvyrajoasa,
cruzar,hasa,mbojuasa,juasa
cuaderno,kuatiahai,kuatiahairä,
cuadro,ta'angarenda,ta'angarendaguä,
cuajar,mbohypy'a,hypy'a,
cuándo,araka'e,máramo,
cuanto,mbovy,mboy,
cuarto,irundyha,,
cuatro,irundy,,
cubrir,jaho'i,mo'ä,jaty
cuchara,küimbe,karuha,
cuchillo,kyse,,
cuello,ajúra,,
cuento,mombe'urä,mombe'u,káso
cuerdo,akäguapy,,
cuerno,tatï,akäratï,
cuero,pire,ape,vakapi
cuerpo,tete,rete,
cuervo,yryvu,,
cuestionar,ñeporandu,ñembohovái,
cuestionario,poranduhaipy,,
cueva,itakua,yvykua,
cuidador,terekua,ñangarakoha,
culebra,yvyja,mbói,
culminar,japopa,,
culo,tevi,tevikua,
culpar,mboja,momarä,
cultivar,ñotÿ,ñemitÿ,jetavy'o
culto,arandu,ñakäity tupäme,
cultura,arandupy,arandukuaa,arandupavë
cumbre,tuä,apy,yvatete
cumpleaños,aramboty,,
cumplir,mboty,mboaje,
cuna,mitärupa,,
cuñado,tovaja,,
cuneta,yrape,,
cura,pa'i,avare,
curar,monguera,pohano,
curioso,oikuaaséva,,
curso,mbo'esyry,,
curvar,mokarë,mokarapä,
cúspide,yvatete,tu'ä,
custodiar,ñangareko,,
cutis,tovapire,pire,
dádiva,me'ë,temime'ë,me'ëpy
daga,kysepuku,keseakua,
dama,kuñataï,kuñakarai,
danza,jeroky,,
dañar,mbyai,haru,
dar,me'ë,,
dato,mba'ekuaa,mba'ekuaarä,apopyme'ë
deambular,guatarei,jehorei,jeikorei
debajo,guýpe,poguýpe,
debate,ñe'ëjovake,mongetajere,
deber,apopyrä,apoukapy,tembiaporä
débil,kangy,pepo'a,
debilidad,kangyreko,,
década,paaryjere,,
decaer,ñemokangy,,
decapitar,akä'o,,
deceso,mano,,
décima,paha,,
decir,e,je'e,
decisión,pya'peteï,kyhyje'ÿ,
declarar,mombe'u,ñemoñe'ë,
declinar,guyjy,mbotove,
decrecer,ñyñýi,momichï,
dedicar,kuave'ë,me'ë,
defender,pysyrö,mo'ä,ñangareko
dejar,heja,motyre'ÿ,
delante,tenonde,,
deleitar,mbovy'a,,
delgado,piru,po'i,
delicioso,heterei,he,
delincuente,mondaha,hekovaíva,
demente,tavy,tarova,
democracia,tekojoja,jekupytyjoja,jeikojoja
demoler,ty,mbyai,mongu'i
dentadura,täinguéra,täi,täijoapy
dentista,täipohanohára,täimyatyröhára,
denunciar,mombe'u,kuaauka,
depositar,ñongatu,ñongatuka,me'ë ñongatupyrä
depósito,ñongatuha,ñongatupy renda,
depredar,tekohambyai,ybyrajeity,mbyaipa
depurar,mopotï,,
derecha,akatúa,,
derogar,pe'a,mbopaha,
derramar,ñohë,hykuavo,
derretir,mboyku,mbohyku,
derribar,ty,mongúi,mbojaparo
derrocar,mongúi,tyka,
derrotar,pu'aka,,
desarreglar,mbyai,,
desarrollo,jekakuaa,akärapu'ä,
desatar,jora,poi,mosäso
desayuno,rambosa,jepy'ajoko,
descabezar,akä'o,,
descomponer,mbyai,,
descomunal,tuichaitereíva,poro'o,
desconfiar,jerovia'ÿ,,
desconocer,ndaikuaái,,
desear,pota,py'ara'ä,tetera'ä
desechar,mombo,mboyke,pe'a
deseo,py'ara'ä,pota,mba'epota
desistir,heja,hejarei,
deslucir,mbovai,mimbi'o,
desmenuzar,mbosa'i,mbo'i,
desnudar,mboi,aope'a,
desollar,piro,pire'o,
desorden,sarambi,jehe'apa,
despacio,mbegue,sa'isa'ípe,
desparramar,mosarambi,myasäi,
despegar,jupi,pu'ä,jei
desplumar,tague'o,hagu'o,
despojar,pe'a,pe'arei,
desprestigiar,moherakuävai,,
después,rire,upéi,
destacar,motenonde,jekuaave,
destapar,jaho'i'o,ñuä'o,juru'o
destellar,vera,mimbi'o,jajái
desteñir,mboje'o,,
desterrar,mosë,mosë tetägui,
destetar,mombo'o,kamby'o,po'o
destilar,mondyky,,
destinar,mondo,mombyta,
destituir,mongúi,pe'a,mosë
destreza,katupyry,ha'eve,
destrucción,mbyaipa,mbokusugue,
destruir,mbyai,,
desuso,ojeporu'ÿva,,
desvainar,haryvo,pire'o,
desvanecer,py'amano,akänga'u,
desvariar,ñe'ërei,ñe'ëtarova,
desvelar,momarandu,kerape'a,
desviar,mombia,mbojere,movä
desvirgar,poty'o,mombu,hyepy'o
detallar,mbosa'isa'i,,
detectar,juhu,,
detective,hekaha,,
detector,mba'erekaha,juhuha,
detener,mombyta,joko,
deteriorar,mbotuya,mbyai,
detestar,py'aro,royrö,
detonar,mbokapu,mbopu,mombu
detrás,tapykuépe,kupe,tapykuéri
deuda,ñeme'ëva'erä,,
deudo,pehëngue,,
devastar,mbyaipaite,,
devenir,tenonderä,,
devoción,tupärayhu,tayhu,
devolver,me'ëjey,mbojevy,mbojere
devorar,mokökö,jakosokoso,
día,ára,,
diablo,aña,mba'epochy,ahë
dialecto,ñe'ëvo,,
dialogar,ñomongeta,,
diamante,itaveraite,itatïete,
diario,kuatiañe'ë,kuatiahaipyre,momaranduha
diarrea,tye,punga,chivivi
dibujar,moha'anga,ta'angahai,
dicción,ñe'ëporä,,
diccionario,ñe'ëryru,,
dicha,tory,vy'a,po'a
dicho,ñe'ënga,,
dictador,tuvichaha'eño,,
diente,täi,,
dieta,karukatu,karukuaa,
diez,pa,,
diezmar,momichï,jukaheta,
diezmo,tupämba'e,,
difamar,kaguai,moherakuävai,moñe'ëmeguä
diferenciar,mbojuavy,moingoe,mbojoavy
difícil,hasy,hypy'ü,
dificultar,mopa'ä,mbohasy,mbopohýi
difundir,mosarambi,moherakuä,myasäi
difunto,amyrÿi,te'öngue,omanóva
difusión,myasäi,ñemyasäi,
digerir,tembi'uguapy,,
digitar,hechauka,,
dignificar,momarangatu,momba'eguasu,
dilatar,mbopuku,pyso,mboare
diluir,mboyku,,
diluvio,amaguasu,,
diminuto,kytomi,michïmi,hesa'i
dios,tupä,ñandejára,
diploma,kuatia'atä,,
diplomacia,tetäguataita reko,ñe'ekuaareko,teko katupyry
diptongo,puköi,pu'aeköi,
director,moakähára,,
dirigir,mboguata,myakä,
discordia,juavy,jeikovai,
disculpar,ñyrö,moñerö,
discurso,ñe'ësyry,ñe'ëkuaa,ñemoñe'ë
discusión,ñombohovái,,
discutir,ñombohovái,joja'o,
disecar,mbopiru,mokä,mbo'ypi
disentir,joavy,,
disertación,ñe'ësyry,,
disfraz,kambara'anga,,
disgustar,mbopochy,moñeko'öi,
dislocar,mongaráu,mbokaráu,
disolver,mboyku,mboheku,
disparar,mbokapu,japi,poi
disparo,mbokapu,,
disputar,joa'o,ñombohovái,ñe'ëapi
distanciar,ñemomombyry,,
distante,mombyry,,
distraer,hesamboyke,joko,
distrito,tava'i,,
diurético,oporomonguarúva,,
diurno,aragua,arakuegua,
divertir,mbovy'a,mbohory,vy'a
dividir,mboja'o,mbovo,pehe'ä
divinidad,tupäreko,,
divino,tupä rehegua,marängatu,
divisar,hecha,jekuaa,
divisible,oñemboja'okuaáva,,
división,ñemboja'o,ñepehë'ä,
divulgar,moherakuä,myasäi,mosarambi
doblar,mokarë,pepy,mokarapä
doble,köi,jo'a,joyvy
dócil,ñe'ërendu,,
doctor,pohanohára,aranduvusu,
documento,terakuatia,kuatia,kuatia'atä
doler,hasy,rasy,mbyasy
dolor,tasy,ñembyasy,
domar,tekovai'o,tesaite'o,
domicilio,róga,óga,tapÿi
domingo,arateï,,
dominio,poguy,,
doña,kuñakarai,,
donación,ñeme'ë,jopói,temikuave'ë
donar,me'ërei,,
dormir,ke,,
dormitar,kerambi,ropevy,pirakutu
dragar,yvykaräi,jo'o,
droga,ñanavai,,
ducharse,jahu,,
dudar,py'aheta,py'amoköi,
dueña,jára,terekua,
dulce,mba'ehe'ë,he'ëva,
dúo,joyvy,köi,
dupla,köi,,
duplicar,momoköi,mbojoyvy,
duración,hi'arekue,tekoare,
durante,kuévo,jave,guare
durar,are,,
echar,ty,jeity,mosë
eclipsar,mo'ä,mbogue,mopytü
ecografía,tetepyecha,,
economía,virupurukuaa,,
edición,ñenohë,jekuaauka,
edificar,jogapo,jaitypo,mopu'ä
editar,guenohë,kuaauka,
editorial,haimyakäha,,
educar,mbo'e,porombo'e,hekombo'e
eficaz,ha'eve,katupyry,
eficiencia,katupyry,,
egoísta,ha'eñonteséva,,
egresar,mohu'ä,mbopaha,
ejecución,apo,apopy,jejuka
ejecutar,japo,juka,
ejecutivo,mburuvicha,apohára,
ejemplo,techapyrä,tembiecharä,techaukarä
ejercicio,teteku'e,tetejepyso,teteñemongu'e
ejercitar,momba'apo,tetejepyso,
elaborar,japo,mba'apo,
elección,poravo,jeiporavo,tembiporavokue
electricidad,tendyry,ñanirýi,
elefante,tïmbuku,,
elegir,poravo,,
elevador,hupiha,mopu'äha,
elevar,mopu'ä,hupi,mbojupi
eliminar,juka,mosë,pe'a
elogiar,momorä,rohory,guerohory
eludir,jehekýi,jei,pia
embalar,mboape,mbohyru,mboapakua
embargar,joko,mbohepyjoko,mombyta
embarrar,mbotuju,,
embaucar,mbotavy,,
embelesar,mbojurujái,jurujái,
embellecer,moporä,,
embestir,topeta,taky,ndyry
embocar,moinge,,
embriagar,monga'u,mbopichoro,ka'u
embromar,mbojaru,mbotavy,myangekói
embrujar,mbopaje,,
embudo,tykuaha,hykuavoha,
embuste,japu,ñembotavy,
emigrar,së,ho,
emocionar,mbopy'akyrÿi,mopirï,mbovy'a
empachar,mopunga,,
empapar,mbohykue,mohe'ö,myakÿ
emparejar,mbojoja,,
empatar,mbojoja,joja,
empobrecer,momboriahu,ñemomboriahu,
empresa,mba'apoha,,
empresariado,mba'apohajára,,
empujar,myaña,,
empuñadura,ýva,pyhyha,jepyhyha
emular,ha'ä,,
enaltecer,mbotuicha,,
enamorar,moakäraku,ñemboki,akäraku
enano,ikarapéva,,
encajar,mbohyru,moinge asy,ñoña
encaje,jegua,ñanduti,
encallar,yga ñetïnga,,
encantar,mbovy'a,,
encarcelar,moka'iräi,,
encarecer,hepyve,ñembohepyve,
encestar,mboajaka,moinge,
encima,ári,hi'ári,
encimar,mbojo'a,,
encoger,ñeñýi,mocha'ï,mocha'ï
encontrar,juhu,topa,jetopeta
encorvar,movä,pepy,mokarapä
encubrir,ñomi,mo'ä,mokañy
encuentro,ñuguaitï,,
encuesta,ñeporandu heta,,
encumbrar,mboyvate,mohu'äite,
enderezar,pyso,moñembo'y,mokarë'o
endurecer,mohatä,myatä,
enemigo,ja'e'ÿha,,
energía,mbarete,,
enero,jasyteï,,
enfadar,mbopochy,,
enfermar,mbohasy,,
enfermedad,mba'asy,tasy,
engañar,mbotavy,japu,
engaño,japu,ñuhä,japu
engendrar,moñemoña,ñemoña,
engordar,mongyra,kyrave,
enjugar,mokä,mbohykuejei,
enojar,mbopochy,moñeko'öi,picha
enojo,pochy,ñeko'öi,
enorme,tuichaiterei,poro'o,
enredar,mojehe'a,moapañuäi,
enriquecer,momba'eheta,ñemomba'eheta,
ensalzar,momba'eguasu,,
ensanchar,mbopyve,pysove,mbopeve
ensartar,moapesä,hesyvö,
ensayar,ha'ä,kuaara'ä,
enseguida,agäite,ko'agäite,sapy'aite
enseñanza,tekombo'e,mbo'ereko,porombo'e
enseñar,hekombo'e,kuaauka,
ensillar,mboapyka,,
ensordecer,apysakuamboty,,
ensuciar,mongy'a,momarä,
entender,kümby,tesakä,kuaa
enterar,kuaauka,momarandu,
entero,opavave,mayma,
enterrar,ñotÿ,jaty,ñemitÿ
entibiar,mbohakuvevúi,,
entorno,jere,,
entrada,keha,jeikeha,jeikerepy
entraña,tyekue,tyepy,py'a
entrar,ke,hasa,sururu
entre,pa'üme,apytépe,mbytépe
entrega,ñeme'ë,,
entregar,me'ë,mbohasa,mbopojái
entremeter,ñemoinge,jasuru,
entrepierna,takamby,tapypa'ü,takambypa'ü
entresacar,poravo,japytere'o,ape'o
entretener,mbovy'ajoko,,
entrevistar,mongeta,ñomongeta,
enumerar,papa,,
envasar,mbohyru,mbopire,
envase,hyru,tyru,
envejecer,tuja,guaiguï,
enviar,guerahauka,jokuái,mondo
envidiar,pota'asy,rekose,rekose'asy
envolver,mbohyru,ñuä,jokua
epidemia,mba'asyguasu,tasysarambi,
época,ara'aty,ára,
equidad,tekojoja,,
equilibrar,mbojoja,mbopohyijoja,
equipo,atyporavopyre,atypy,
erección,ñemopu'ä,tembo'atä,
erguir,mopu'ä,moñembo'y,
erosión,ñemondoro,yvyrembesoro,
erótico,hakuchï,haguyrö,
errar,javy,jejavy,mba'eavy
error,jejavy,,
eructar,urë,gue'ë,
escalar,jupi,,
escalera,jupiha,jupiguataha,
escalofrío,pirï,ty'airo'ysä,
escama,pire'ape,pirapire,
escampar,pi,amapa,
escándalo,techaukavai,techaukatie'ÿ,
escaño,guapyha,apyka,
escape,ñesë,,
escarbar,typeka,guyguy,jeporeka
escasez,pokängue,jehasa'asy,
escenario,ñoha'agaha,ñoha'anga apoha,
esclarecer,mohesakä,hesape,
esclava,tembiguái,,
escoba,typycha,,
escolar,mbo'ehaogua,teminbo'e,
esconder,mokañy,ñomi,moñemi
escondite,kañyha,ñemiha,
escribir,hai,mbokuatia,
escritor,haihára,,
escuchar,hendu,japysaka,jesareko
escudo,mo'äha,,
escuela,mbo'ehao,,
esculpir,moha'angä,,
escupir,ndyvu,,
esencial,teakuämombygua,,
esfera,avoa,,
esforzar,ñepia'ä,ñeha'ä,
eslabón,itasäjoaju,,
esmerar,ñeha'ä,japoporä,
espacioso,tuicha,pyrusu,pe
espada,kysepuku,,
espantar,mondýi,mongyhyje,
esparcir,mosarambi,myasäi,pyso
especial,poravopyre,,
especie,tekove,joguaha,mba'erepy
espectral,anguereko,,
espejo,jahechaha,itangecha,
espera,ñeha'arö,ta'arö,
esperar,ha'arö,,
esperma,mombary,ñemoñarä,
espeso,hypy'ü,,
espía,pyrague,tïro'ysä,
espiar,mañañemi,ma'ë'aguï,ma'ë
espiga,ygue,hára,
espina,ñuatï,tatï,ratï
espíritu,ä,angá,pytu
esplendor,jajái,hesape,
esponja,ygáu,kytyha,
esposa,tembireko,,
esposo,ména,,
espuela,pyatï,pyratï,
espuma,tyjúi,rejúi,
esquela,kuatia'atä'i,,
estaca,mombyta,yvyra'akua,
estacionar,mombyta,,
estadio,mangara'äha,,
estado,tetäete,tetämyakä,
estafa,ñemonda,monda,porombotavy
estafar,monda,mbotavy,
estallar,mbokapusoro,pu,soro
estampa,ta'anga,,
estampido,mbokapu,sunu,
estancar,mombyta,mono'ö,joko
estancia,mymbarenda,,
estanque,yno'öngue,,
estar,me,,
estatua,ta'anga'ita,,
estilo,teko,reko,
estimular,mokyre'ÿ,mbohetia'e,mbojuruhe'ë
estirar,pyso,mbopuku,
estómago,py'a,,
estrangular,juvy,juvoka,
estrategia,tembiaporäpavë,mba'aporäve,
estrechez,po'ikue,techavai,mboriahu
estrella,mbyja,,
estremecer,pirï,mopirï,sysýi
estrenar,poruramo,moñepyrü,
estrofa,haipyvo,,
estropear,mbyai,hunga,
estructura,tekopy,tetepy,
estruendo,guarara,tyapuguasu,
estrujar,poka,hykue'o,jopy
estudiar,ñemoarandu,jetavy'o,
estupidez,tovatavy,,
etapa,ararasa,arapahë,arapehëngue
eternidad,tekoapyra'ÿ,,
ética,tekoporä,,
etimología,ñe'ëypy,,
etiquetar,mbohéra,,
eufonía,ñe'ëpuporä,puporä,
evacuar,monandi,jehekýi,
evaluar,mbohepy,ha'ä,
evaporar,mbogue,motimbo,
evidente,sakä,hesakä,ajekuaáva
evocar,mandu'a,,
exacto,oïporä,añetegua,ha'ete
exagerar,mbotuicha,,
examen,aranduchauka,kuaara'ä,
examinar,ma'ë,maña,hecha
excavar,jo'o,mboyvykua,
exceder,hasa,mohemby,
excluir,mboyke,pe'a,mbojei
exclusión,ñemosë,jeipe'a,
excremento,tepoti,tekaka,
exigir,jerurepohýi,,
existir,me,ko,
expandir,pyso,myasäi,
expansión,ñemyasäi,ñemosarambi,
experimentar,ha'ä,ñandu,japoñepyrü
expirar,pytupa,jehekýi,mano
explicar,mohesakä,myesakä,
explotar,mbokapu,mbopu,kapu
exponer,mombe'u,hechauka,muesakä
exportar,guerahauka,,
exposición,tembiechauka,,
expresar,mombe'u,ñe'ë,
exprimir,hykue'o,poka,mondyky
expulsar,mosë,,
exterior,oka,okára,okáre
exterminar,jukapa,momba,pe'aite
extinguir,mbogue,juka,
extintor,tatambogueha,mbogueha,
extirpar,hapo'o,nohë,
extracción,ñenohë,,
extraer,guenohë,hekýi,
extrañar,techaga'u,,
extranjero,pytagua,tetä ambuegua,
extraviar,mokañy,kañy,
extremo,pahague,apy,apÿi
eyacular,momba,poi,
fábrica,apoha,jajapo,ñemba'apo
fabricación,apo,apopy,aporape
fabricar,mba'eapo,japo,mopu'ä
fábula,morangu,,
fachada,ogarova,tova,
facial,tova rehegua,,
fácil,ndahasýi,hasy'ÿ,
facilidad,tasy'ÿ,teko hasy'ÿ,
facilitar,mbohape,pytyvö,
factible,ojejapokuaáva,,
factor,apoha,mba'eapoha,
factura,kuatiañemu,joguapy rechaukaha,
facturar,mbokuatiañemu,,
facultad,mbo'ehavete,mbo'ehaopavë,
faena,tembiapo,mba'apo,
faenar,juka so'orä,,
faja,chumbe,ku'asä,ku'ajopyha
falaz,japu,oporombotavýva,
falda,sái,,
fallar,javy,,
fallecer,mano,pa,pytupa
falsear,tovamoköi,japu,
faltar,jejavy,ja'yvere,noïmbái
fama,terakuä,ñembotuicha,ñemomorä
familia,ogaygua,pehëngue,ñemoñare
fantasía,oiko'ÿva,ñeimo'ä,ojehugua'úva
fantasma,ängue,póra,
fardo,apakua,jokuapy,
fariña,typyraty,,
faro,tesapeharä,tendyrä,
farra,vy'aguasu,karuguasu,
fastidiar,moñeko'öi,mbyaju,monguerái
fatiga,kene'ö,juku'a,soso
fatigar,mokane'ö,,
fauna,tymba aty,,
favor,pytyvö,,
faz,ape,tova,tenonde
fe,jerovia,,
febrero,jasyköi,,
fecha,arange,ára,
fecundar,mombo'a,mbohyeguasu,mbopuru'a
felicidad,tory,vy'apavë,py'aguapy
felicitar,rohory,momorä,guerohory
fenómeno,mba'e ojehecha'ÿva,,
feo,vai,,
fermentar,haguino,vu,
feroz,ñarö,iñaröite,
fértil,yvyporä,,
fervor,akäraku,py'akyre'ÿ,
festejar,mboarete,ñemboki,
fetidez,ne,nevu,
feto,mitarä,,
fibra,taju,tyvi,tovykä
ficción,gua'úva,haipyre gua'u,
fidelidad,jeroviapy,jeroviareko,
fiebre,akänundu,,
fiera,mymbañarö,,
fiesta,arete,vy'a,
figura,ta'anga,techaukapy,
fijar,kutu,mohatä,mombyta
fila,tysýi,,
filtrar,mbogua,,
filtro,mboguaha,,
fin,apy,apýra,hupytyrä
final,pahague,tembe'y,
financiar,hepyme'ë,,
fingir,tovamoköi,jajapo,japogua'u
fino,po'i,pererï,
firma,teraguapy,terahai,
firmar,mboteraguapy,,
fiscalizar,hecha,mohenda,
flacidez,tu'ü,kangy,pirekuerei
flaco,piru,po'i,ypi
flagelar,havira,mbyepotivai,
flagelo,tekoasy,mba'evai,
flamear,veve,jajái,
flauta,mimbi,,
flecha,hu'y,,
flechar,mbohu'y,japi,
fletar,guerurepy,pururepy,
flor,yvoty,poty,
flota,yga aty,aty,
fluidez,syryry,tyku,
fluvial,,,
foco,mbyte,mba'erendy,hy'arendy
fogata,tatarendy,tataypy,
fogón,tataupo,tatarenda,
fogoso,rari,iñakärakúva,
fomentar,pytyvö,moakäraku,
fondo,tugua,kupe,guy
fonología,ñe'ëpukuaa,,
forcejear,ñepia'ä,ñeorairö,
formar,japo,pyaha,
formular,mombe'u,moñe'ë,
fornicar,pyhy,poro'u,poreno
forrar,mbyape,mboape,
forro,mboapeha,ape,
fortaleza,py'aguasu,pu'aka,mbarete
fortuna,po'a,pirapire heta,
forzar,myaña,rairö,
fósforo,tatame'ëha,,
fotografía,ta'anga,,
fotografiar,mota'anga,,
fractura,pë,ñepë,jeka
frágil,jekareíva,,
fraile,pa'i,,
franco,ñe'ëresakäva,he'íva añetegua,
frase,ñe'ëjoapy,,
fraude,pokarë,ñemonda,
frecuente,tapiagua,memegua,popy'ÿi
fregar,kyty,pichy,jekyty
freír,mbojyryry,,
freno,mombytaha,jokoha,jurujokoha
fresco,to'ysä,piro'y,pyahu
frío,ro'y,ho'ysä,
fritar,mbochyryry,,
frotar,kyty,pichy,japichy
fructificar,a,hi'a,
fruncir,mocha'ï,,
fruta,yva,a,
frutilla,yvapytä,,
fuego,tata,tatarendy,
fuera,okápe,,
fuerte,mbarete,jy,pu'aka
fuerza,pu'aka,mbaretekue,
fuga,ñesë,kañy,
fugar,piä,,
fugaz,pya'e,ndahi'aréiva,sapy'agua
fumar,pita,,
función,ma'ëräpa,,
fundar,moñepyrü,moheñói,
fusil,mbokaguasu,,
fusión,jehe'a,jopara,
fusionar,mbojehe'a,,
fútbol,mangapykuaa,mangañembosarái,
futuro,tenonderägua,,
gabacho,ky'a,ijaréva,
gabán,ao,ñuväha,aopohýi
gabardina,kuimba'e ao,,
gacela,guasu kuña,guasu,
gaceta,kuatiamaranduha,,
gafa,tesairü,,
gaita,mimby,,
gajo,rakä,hakä,
galán,karia'yporä,kichïha,
galantear,kuñamboaguara,ñemboki,
galardón,jopói,porepy,
galaxia,mbyja aty,,
galeno,pohanohára,,
galería,ogaguy,ogapepoguy,
galleta,mbujapeapu'a,,
gallina,ryguasu,,
gallo,kupyju,ryguasume,
galpón,ogaguyguasu,,
gambeta,jehekýi,ñembogua,
gamuza,aohaguéva,,
ganadería,tymba aty,mymbarekokuaa,
ganadero,tymbajára,,
ganado,tymba,mymba,
ganar,tenondépe ñesë,ñemomba'erepy,viru mbyaty
gancho,ty'äi,potäi,
ganga,hepy'ÿva,ndahepýiva,
ganso,guarimbe,ype,
garaje,mba'yrumÿikoty,mba'yruñongatuha,
garantía,jeroviauka,hekoviarä,
garfio,ty'äi,,
garganta,ahy'o,,
gargantilla,mbo'y,ajurigua,
gárgara,ahy'ohéi,jejuruhéi,
garza,hoko,kuarahy mimby,
gas,mba'etï,timbo,pytu
gastado,purupyre,chapï,apï
gastar,puru,mbyai,
gata,mbaraja kuña,,
gatear,poñy,guata opóvo,
gato,mbaraja,,
gavilán,taguato,kirikiri,
gel,jajy,,
gema,hoky,itavera,
gemelo,köingue,membyköi,mitäköi
gemido,pyahë,pyambu,
gemidor,ipyahëva,,
gemir,pyahë,pyambu,
gendarme,tahachi,,
generación,ñemoñare,,
generador,apoha,moñemoñáva,
general,mburuvicha guasu,,
generalizar,mopavë,pyso opávare,
generar,mba'eapo,,
género,meña,,
generoso,pojera,ome'ëséva,
génesis,ypykue,,
genial,katupyryeterei,arandu,
genio,tekove arandu,,
genital,kuaruha,,
gente,ava,yvypóra,mbya
gentil,heko marangatúva,,
geografía,yvyapekuaa,,
geología,yvyrekokuaa,yvyrekombo'e,
geriatría,tujarekokuaa,,
germen,teñói,ra'ÿi,ñepyrü
germinar,moheñói,hokypu,heñói
gestación,tyaguasu,puru'a,
gestión,tembiaporape,,
gesto,tovameguä,teteñe'ë,
gigantesco,poro'o,popeno,mburutue
gimnasia,teteku'e,tetepyso,
ginecología,kuñarekokuaa,membyrapekuaapy,
girar,jere,pyryrÿi,
glaciar,yrypy'amÿi,,
glande,tembo akä,,
global,paite,mbaite,
globo,mba'eapuha,,
gloria,verapy,terakuä,jajái
glotón,hyguatä'ÿva,okaru hetáva,
glúteo,teviro'o,,
gobernar,myakä,motenonde,
golfo,oikéva yvýpe,,
golondrina,tuguái jetapa,mbyju'i,
golosa,okarusereíva,mba'ehe'ë'useha,
golpe,pete,mbota,japete
golpear,nupä,mbota,
goma,ysy,kambysy,aysy
gorda,kuña kyra,avevo,
gordo,kuimba'e kyra,,
gordura,kyrakue,ñandy,teko kyra
gorila,karaja,,
gorra,akängao,,
gota,tyky,tykykue,
gozo,tory,vy'a,
grabar,karäi,,
gracia,juky,tekojuky,ka'avo
grado,mbo'esyry,arapytu,kokatu
graduar,moïporä,mbojoja,
gramática,ñe'ëtekuaa,,
gran,tuicha,,
granado,ha'ÿimbyréma,,
grande,tuicha,kakuaa,guasu
granizo,amandáu,,
granja,mymbarenda,kokue,
grano,ta'ÿi,kogara'ÿi,
grasa,ñandy,kyrakue,
grasera,ñandyryru,,
grata,hory,mbovy'áva,
gratificar,hepyme'ë,,
gratis,rei,me'ërei,ka'ípe
gratitud,aguyjevete,,
gratuito,reigua,,
grave,pohýi,vai,poro'óva
gravidez,puru'a,tyeguasu,tyevu
greña,akächara,akächalái,
grieta,tiri,jeka ñepyrü,
grillo,kyju,,
gringo,pytagua,tetä ambuegua,
gris,hüngy,,
gritar,sapukái,,
grosería,tekotie'ÿ,kachiäi,
grosor,anambusukue,poguasukue,
grúa,hupiha,,
grueso,poguasu,anambusu,
grulla,hoko,tajasu guyra,
gruñir,ngururu,kororö,mburea
grupa,apýri,ñakämby,
grupal,oñondivéva,,
grupo,aty,atypy,
gruta,itakua,yvytykua,
guacamayo,gua'a,guaka,kaninde
guante,poryru,po ao,
guapo,porä,katupyry,ha'eve
guaraní,avañe'ë,,
guarda,ñangarekohára,rerekua,
guardar,ñongatu,ñomi,ñangareko
guardia,mañaha,tahachi,
guardián,terekua,mañahára,
guarecer,kañy,mo'ä,ñongatu
guayaba,arasa'a,,
guayabal,arasaty,,
guayabo,arasa,,
guerra,ñorairö,guarini,
guía,mboguataha,sämbyhyha,
guiar,mboguata,,
guiñar,ñembosavi,ñemotïcha'ï,ñesapymi
guión,taiky,,
